scene0707_00_60: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0707_00/scene0707_00_60_sub.bin
  scene0757_00_1590: 2.550011649668345 SUCCESS
scene0757_00_5490: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_5490_sub.bin
  scene0803_00_990: FAIL
  scene0746_00_0: FAIL
  scene0779_00_0: FAIL
scene0757_00_5535: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_5535_sub.bin
  scene0740_00_525: FAIL
  scene0754_00_2550: FAIL
  scene0787_00_1005: FAIL
scene0757_00_5580: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_5580_sub.bin
  scene0766_00_0: FAIL
  scene0767_00_0: FAIL
  scene0743_00_0: FAIL
scene0757_00_5655: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_5655_sub.bin
  scene0740_00_0: FAIL
  scene0802_00_375: FAIL
  scene0750_00_0: FAIL
scene0757_00_5745: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_5745_sub.bin
  scene0789_00_720: FAIL
  scene0761_00_390: FAIL
  scene0754_00_0: FAIL
scene0757_00_5850: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_5850_sub.bin
  scene0787_00_1425: FAIL
  scene0740_00_0: FAIL
  scene0795_00_0: FAIL
scene0757_00_5895: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_5895_sub.bin
  scene0721_00_1200: FAIL
  scene0764_00_0: FAIL
  scene0766_00_0: FAIL
scene0757_00_5985: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_5985_sub.bin
  scene0723_00_0: FAIL
  scene0721_00_0: FAIL
  scene0763_00_0: FAIL
scene0757_00_6060: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_6060_sub.bin
  scene0721_00_0: FAIL
  scene0766_00_0: FAIL
  scene0764_00_0: FAIL
scene0757_00_6195: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_6195_sub.bin
  scene0754_00_2550: FAIL
  scene0787_00_1005: FAIL
  scene0740_00_525: FAIL
scene0757_00_6285: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_6285_sub.bin
  scene0797_00_525: FAIL
  scene0750_00_0: FAIL
  scene0740_00_0: FAIL
scene0757_00_6540: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_6540_sub.bin
  scene0772_00_0: FAIL
  scene0755_00_3030: FAIL
  scene0731_00_0: FAIL
scene0757_00_6690: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_6690_sub.bin
  scene0803_00_990: FAIL
  scene0746_00_0: FAIL
  scene0779_00_0: FAIL
scene0757_00_6765: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_6765_sub.bin
  scene0788_00_870: FAIL
  scene0780_00_0: FAIL
  scene0790_00_0: FAIL
scene0757_00_6855: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_6855_sub.bin
  scene0800_00_0: FAIL
  scene0746_00_165: FAIL
  scene0785_00_1035: FAIL
scene0757_00_7110: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7110_sub.bin
  scene0761_00_390: FAIL
  scene0710_00_0: FAIL
  scene0801_00_0: FAIL
scene0757_00_7140: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7140_sub.bin
  scene0787_00_1425: FAIL
  scene0745_00_0: FAIL
  scene0784_00_900: FAIL
scene0757_00_7215: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7215_sub.bin
  scene0795_00_0: FAIL
  scene0785_00_1035: FAIL
  scene0775_00_915: FAIL
scene0757_00_7260: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7260_sub.bin
  scene0805_00_300: FAIL
  scene0755_00_0: FAIL
  scene0733_00_0: FAIL
scene0757_00_7320: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7320_sub.bin
  scene0756_00_0: FAIL
  scene0755_00_600: FAIL
  scene0780_00_300: FAIL
scene0757_00_7365: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7365_sub.bin
  scene0761_00_390: FAIL
  scene0756_00_1650: FAIL
  scene0754_00_0: FAIL
scene0757_00_7395: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7395_sub.bin
  scene0735_00_0: FAIL
  scene0728_00_0: FAIL
  scene0724_00_0: FAIL
scene0757_00_7410: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7410_sub.bin
  scene0781_00_555: FAIL
  scene0793_00_0: FAIL
  scene0776_00_570: FAIL
scene0757_00_7470: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7470_sub.bin
  scene0777_00_975: FAIL
  scene0736_00_0: FAIL
  scene0740_00_525: FAIL
scene0757_00_7515: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7515_sub.bin
  scene0781_00_555: FAIL
  scene0793_00_0: FAIL
  scene0787_00_1425: FAIL
scene0757_00_7560: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7560_sub.bin
  scene0781_00_555: FAIL
  scene0787_00_1425: FAIL
  scene0716_00_270: FAIL
scene0757_00_7605: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7605_sub.bin
  scene0798_00_195: FAIL
  scene0792_00_0: FAIL
  scene0775_00_915: FAIL
scene0757_00_7650: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7650_sub.bin
  scene0746_00_165: FAIL
  scene0802_00_930: FAIL
  scene0799_00_645: FAIL
scene0757_00_7695: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7695_sub.bin
  scene0793_00_1950: FAIL
  scene0716_00_180: FAIL
  scene0780_00_0: FAIL
scene0757_00_7725: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7725_sub.bin
  scene0739_00_0: FAIL
  scene0802_00_930: FAIL
  scene0760_00_0: FAIL
scene0757_00_7785: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7785_sub.bin
  scene0777_00_975: FAIL
  scene0740_00_525: FAIL
  scene0787_00_1005: FAIL
scene0757_00_7845: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7845_sub.bin
  scene0802_00_930: FAIL
  scene0776_00_0: FAIL
  scene0788_00_180: FAIL
scene0757_00_7935: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7935_sub.bin
  scene0713_00_0: FAIL
  scene0778_00_0: FAIL
  scene0775_00_915: FAIL
scene0757_00_7980: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_7980_sub.bin
  scene0718_00_0: FAIL
  scene0776_00_0: FAIL
  scene0758_00_0: FAIL
scene0757_00_8040: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_8040_sub.bin
  scene0714_00_0: FAIL
  scene0787_00_2370: FAIL
  scene0788_00_180: FAIL
scene0757_00_8100: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_8100_sub.bin
  scene0759_00_195: FAIL
  scene0796_00_0: FAIL
  scene0733_00_1275: FAIL
scene0757_00_8145: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_8145_sub.bin
  scene0745_00_660: FAIL
  scene0723_00_0: FAIL
  scene0726_00_0: FAIL
scene0757_00_8205: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0757_00/scene0757_00_8205_sub.bin
  scene0753_00_0: FAIL
  scene0762_00_0: FAIL
  scene0798_00_0: FAIL
scene0758_00_60: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_60_sub.bin
  scene0793_00_1245: FAIL
  scene0747_00_0: FAIL
  scene0758_00_0: 0.7187373697973928 SUCCESS
scene0758_00_120: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_120_sub.bin
  scene0740_00_525: FAIL
  scene0716_00_0: FAIL
  scene0782_00_885: FAIL
scene0758_00_150: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_150_sub.bin
  scene0718_00_0: FAIL
  scene0802_00_930: FAIL
  scene0753_00_435: FAIL
scene0758_00_180: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_180_sub.bin
  scene0718_00_0: FAIL
  scene0720_00_0: FAIL
  scene0759_00_195: FAIL
scene0758_00_225: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_225_sub.bin
  scene0798_00_195: FAIL
  scene0793_00_0: FAIL
  scene0716_00_270: FAIL
scene0758_00_270: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_270_sub.bin
  scene0747_00_0: FAIL
  scene0799_00_645: FAIL
  scene0747_00_2325: FAIL
scene0758_00_360: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_360_sub.bin
  scene0797_00_255: FAIL
  scene0790_00_570: FAIL
  scene0803_00_0: FAIL
scene0758_00_390: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_390_sub.bin
  scene0760_00_420: FAIL
  scene0804_00_0: FAIL
  scene0768_00_0: FAIL
scene0758_00_435: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_435_sub.bin
  scene0759_00_195: FAIL
  scene0780_00_0: FAIL
  scene0733_00_1275: FAIL
scene0758_00_450: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_450_sub.bin
  scene0758_00_315: 3.0889637320914893 FAIL
  scene0780_00_0: FAIL
  scene0793_00_1950: FAIL
scene0758_00_495: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_495_sub.bin
  scene0755_00_600: FAIL
  scene0711_00_0: FAIL
  scene0793_00_315: FAIL
scene0758_00_555: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_555_sub.bin
  scene0784_00_900: FAIL
  scene0787_00_1425: FAIL
  scene0795_00_0: FAIL
scene0758_00_615: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_615_sub.bin
  scene0802_00_930: FAIL
  scene0799_00_645: FAIL
  scene0770_00_870: FAIL
scene0758_00_675: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_675_sub.bin
  scene0753_00_435: FAIL
  scene0758_00_0: 0.6640944341789394 SUCCESS
scene0758_00_720: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_720_sub.bin
  scene0803_00_0: FAIL
  scene0790_00_570: FAIL
  scene0785_00_735: FAIL
scene0758_00_750: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_750_sub.bin
  scene0780_00_0: FAIL
  scene0749_00_2010: FAIL
  scene0758_00_315: 2.9422382663912425 SUCCESS
scene0758_00_780: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_780_sub.bin
  scene0753_00_435: FAIL
  scene0737_00_0: FAIL
  scene0718_00_0: FAIL
scene0758_00_825: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_825_sub.bin
  scene0796_00_615: FAIL
  scene0761_00_0: FAIL
  scene0718_00_0: FAIL
scene0758_00_870: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_870_sub.bin
  scene0760_00_0: FAIL
  scene0793_00_1245: FAIL
  scene0799_00_255: FAIL
scene0758_00_900: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_900_sub.bin
  scene0782_00_0: FAIL
  scene0736_00_4260: FAIL
  scene0774_00_945: FAIL
scene0758_00_1005: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1005_sub.bin
  scene0734_00_1155: FAIL
  scene0785_00_0: FAIL
  scene0784_00_900: FAIL
scene0758_00_1050: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1050_sub.bin
  scene0722_00_0: FAIL
  scene0801_00_0: FAIL
  scene0736_00_4260: FAIL
scene0758_00_1080: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1080_sub.bin
  scene0801_00_0: FAIL
  scene0761_00_390: FAIL
  scene0785_00_0: FAIL
scene0758_00_1170: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1170_sub.bin
  scene0793_00_1950: FAIL
  scene0800_00_0: FAIL
  scene0716_00_180: FAIL
scene0758_00_1230: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1230_sub.bin
  scene0716_00_480: FAIL
  scene0717_00_345: FAIL
  scene0734_00_1155: FAIL
scene0758_00_1275: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1275_sub.bin
  scene0733_00_1275: FAIL
  scene0774_00_0: FAIL
  scene0780_00_0: FAIL
scene0758_00_1320: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1320_sub.bin
  scene0711_00_0: FAIL
  scene0716_00_570: FAIL
  scene0766_00_150: FAIL
scene0758_00_1350: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1350_sub.bin
  scene0798_00_195: FAIL
  scene0784_00_900: FAIL
  scene0776_00_570: FAIL
scene0758_00_1395: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1395_sub.bin
  scene0796_00_615: FAIL
  scene0761_00_2040: FAIL
  scene0788_00_180: FAIL
scene0758_00_1455: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1455_sub.bin
  scene0796_00_615: FAIL
  scene0738_00_465: FAIL
  scene0781_00_1620: FAIL
scene0758_00_1500: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1500_sub.bin
  scene0758_00_0: 0.40032075457387184 SUCCESS
scene0758_00_1545: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1545_sub.bin
  scene0758_00_0: 0.6356661828614457 SUCCESS
scene0758_00_1590: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1590_sub.bin
  scene0758_00_0: 0.9420521828972228 SUCCESS
scene0758_00_1635: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1635_sub.bin
  scene0758_00_0: 1.4480790436178985 SUCCESS
scene0758_00_1665: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1665_sub.bin
  scene0776_00_2370: FAIL
  scene0786_00_0: FAIL
  scene0755_00_0: FAIL
scene0758_00_1695: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1695_sub.bin
  scene0760_00_0: FAIL
  scene0736_00_4260: FAIL
  scene0782_00_0: FAIL
scene0758_00_1725: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1725_sub.bin
  scene0711_00_0: FAIL
  scene0755_00_600: FAIL
  scene0793_00_315: FAIL
scene0758_00_1740: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1740_sub.bin
  scene0780_00_300: FAIL
  scene0766_00_150: FAIL
  scene0755_00_600: FAIL
scene0758_00_1785: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0758_00/scene0758_00_1785_sub.bin
  scene0752_00_120: FAIL
  scene0734_00_1155: FAIL
  scene0747_00_105: FAIL
scene0759_00_60: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_60_sub.bin
  scene0759_00_0: 1.1685045228476003 SUCCESS
scene0759_00_90: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_90_sub.bin
  scene0798_00_195: FAIL
  scene0775_00_915: FAIL
  scene0717_00_150: FAIL
scene0759_00_135: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_135_sub.bin
  scene0776_00_0: FAIL
  scene0758_00_0: FAIL
  scene0733_00_1275: FAIL
scene0759_00_165: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_165_sub.bin
  scene0761_00_2040: FAIL
  scene0720_00_0: FAIL
  scene0733_00_0: FAIL
scene0759_00_225: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_225_sub.bin
  scene0758_00_315: FAIL
  scene0749_00_2010: FAIL
  scene0780_00_0: FAIL
scene0759_00_255: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_255_sub.bin
  scene0775_00_915: FAIL
  scene0790_00_570: FAIL
  scene0716_00_180: FAIL
scene0759_00_285: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_285_sub.bin
  scene0790_00_570: FAIL
  scene0803_00_0: FAIL
  scene0797_00_255: FAIL
scene0759_00_330: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_330_sub.bin
  scene0799_00_645: FAIL
  scene0717_00_150: FAIL
  scene0758_00_0: FAIL
scene0759_00_375: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_375_sub.bin
  scene0758_00_0: FAIL
  scene0720_00_0: FAIL
  scene0755_00_0: FAIL
scene0759_00_420: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_420_sub.bin
  scene0795_00_0: FAIL
  scene0775_00_915: FAIL
  scene0785_00_1035: FAIL
scene0759_00_465: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_465_sub.bin
  scene0725_00_0: FAIL
  scene0729_00_0: FAIL
  scene0752_00_120: FAIL
scene0759_00_510: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_510_sub.bin
  scene0734_00_1905: FAIL
  scene0799_00_255: FAIL
  scene0802_00_930: FAIL
scene0759_00_555: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_555_sub.bin
  scene0758_00_0: FAIL
  scene0799_00_645: FAIL
  scene0747_00_0: FAIL
scene0759_00_630: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_630_sub.bin
  scene0776_00_930: FAIL
  scene0792_00_570: FAIL
  scene0759_00_0: 1.0207534262805733 SUCCESS
scene0759_00_705: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_705_sub.bin
  scene0732_00_0: FAIL
  scene0727_00_0: FAIL
  scene0739_00_0: FAIL
scene0759_00_750: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_750_sub.bin
  scene0738_00_0: FAIL
  scene0734_00_1905: FAIL
  scene0722_00_375: FAIL
scene0759_00_825: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_825_sub.bin
  scene0718_00_195: FAIL
  scene0714_00_255: FAIL
  scene0791_00_1425: FAIL
scene0759_00_840: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_840_sub.bin
  scene0747_00_3240: FAIL
  scene0806_00_0: FAIL
  scene0718_00_195: FAIL
scene0759_00_855: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_855_sub.bin
  scene0792_00_570: FAIL
  scene0791_00_1425: FAIL
  scene0793_00_1035: FAIL
scene0759_00_900: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_900_sub.bin
  scene0793_00_1035: FAIL
  scene0739_00_0: FAIL
  scene0784_00_0: FAIL
scene0759_00_915: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_915_sub.bin
  scene0734_00_1155: FAIL
  scene0707_00_0: FAIL
  scene0716_00_480: FAIL
scene0759_00_945: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_945_sub.bin
  scene0771_00_0: FAIL
  scene0766_00_150: FAIL
  scene0711_00_0: FAIL
scene0759_00_975: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_975_sub.bin
  scene0755_00_600: FAIL
  scene0766_00_150: FAIL
  scene0711_00_0: FAIL
scene0759_00_1020: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1020_sub.bin
  scene0756_00_1650: FAIL
  scene0707_00_240: FAIL
  scene0801_00_0: FAIL
scene0759_00_1080: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1080_sub.bin
  scene0780_00_300: FAIL
  scene0766_00_150: FAIL
  scene0757_00_1590: FAIL
scene0759_00_1110: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1110_sub.bin
  scene0740_00_0: FAIL
  scene0792_00_0: FAIL
  scene0793_00_0: FAIL
scene0759_00_1185: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1185_sub.bin
  scene0797_00_525: FAIL
  scene0804_00_0: FAIL
  scene0749_00_2205: FAIL
scene0759_00_1200: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1200_sub.bin
  scene0717_00_150: FAIL
  scene0709_00_405: FAIL
  scene0790_00_0: FAIL
scene0759_00_1245: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1245_sub.bin
  scene0776_00_570: FAIL
  scene0777_00_435: FAIL
  scene0798_00_195: FAIL
scene0759_00_1290: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1290_sub.bin
  scene0759_00_0: 1.9620368289908114 SUCCESS
scene0759_00_1335: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1335_sub.bin
  scene0756_00_1650: FAIL
  scene0754_00_0: FAIL
  scene0716_00_270: FAIL
scene0759_00_1380: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1380_sub.bin
  scene0724_00_0: FAIL
  scene0775_00_450: FAIL
  scene0777_00_975: FAIL
scene0759_00_1425: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1425_sub.bin
  scene0740_00_0: FAIL
  scene0795_00_0: FAIL
  scene0787_00_1425: FAIL
scene0759_00_1455: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1455_sub.bin
  scene0742_00_0: FAIL
  scene0773_00_0: FAIL
  scene0734_00_1905: FAIL
scene0759_00_1485: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1485_sub.bin
  scene0759_00_0: 0.21397520995244873 SUCCESS
scene0759_00_1530: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1530_sub.bin
  scene0759_00_0: 0.10128970145603003 SUCCESS
scene0759_00_1590: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1590_sub.bin
  scene0759_00_0: 1.1305946039944914 SUCCESS
scene0759_00_1620: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1620_sub.bin
  scene0753_00_435: FAIL
  scene0759_00_0: 1.9381514513188505 SUCCESS
scene0759_00_1650: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1650_sub.bin
  scene0776_00_0: FAIL
  scene0720_00_0: FAIL
  scene0761_00_2040: FAIL
scene0759_00_1710: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1710_sub.bin
  scene0788_00_870: FAIL
  scene0717_00_150: FAIL
  scene0780_00_840: FAIL
scene0759_00_1740: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0759_00/scene0759_00_1740_sub.bin
  scene0716_00_180: FAIL
  scene0758_00_315: FAIL
  scene0780_00_0: FAIL
scene0760_00_30: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_30_sub.bin
  scene0799_00_645: FAIL
  scene0757_00_1140: FAIL
  scene0736_00_3600: FAIL
scene0760_00_120: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_120_sub.bin
  scene0760_00_0: 0.2078944684098615 SUCCESS
scene0760_00_165: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_165_sub.bin
  scene0801_00_0: FAIL
  scene0732_00_0: FAIL
  scene0722_00_0: FAIL
scene0760_00_210: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_210_sub.bin
  scene0711_00_0: FAIL
  scene0793_00_315: FAIL
  scene0771_00_0: FAIL
scene0760_00_225: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_225_sub.bin
  scene0734_00_1155: FAIL
  scene0784_00_900: FAIL
  scene0787_00_1425: FAIL
scene0760_00_270: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_270_sub.bin
  scene0756_00_1650: FAIL
  scene0734_00_1905: FAIL
  scene0776_00_570: FAIL
scene0760_00_300: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_300_sub.bin
  scene0745_00_0: FAIL
  scene0787_00_1425: FAIL
  scene0742_00_0: FAIL
scene0760_00_345: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_345_sub.bin
  scene0708_00_0: FAIL
