scene0707_00_60: scans/scene0707_00/pnvlad_pcd/scene0707_00_60_sub.bin
--scene0711_00_0: FAIL
--scene0735_00_0: FAIL
--scene0757_00_1140: 2.431992931872096 SUCCESS
scene0757_00_810: scans/scene0757_00/pnvlad_pcd/scene0757_00_810_sub.bin
--scene0762_00_1020: FAIL
--scene0758_00_0: FAIL
--scene0801_00_0: FAIL
scene0757_00_1005: scans/scene0757_00/pnvlad_pcd/scene0757_00_1005_sub.bin
--scene0782_00_885: FAIL
--scene0733_00_0: FAIL
--scene0761_00_2040: FAIL
scene0757_00_1035: scans/scene0757_00/pnvlad_pcd/scene0757_00_1035_sub.bin
--scene0782_00_885: FAIL
--scene0738_00_465: FAIL
--scene0802_00_930: FAIL
scene0757_00_1260: scans/scene0757_00/pnvlad_pcd/scene0757_00_1260_sub.bin
--scene0707_00_0: FAIL
--scene0780_00_1215: FAIL
--scene0746_00_165: FAIL
scene0757_00_1320: scans/scene0757_00/pnvlad_pcd/scene0757_00_1320_sub.bin
--scene0782_00_885: FAIL
--scene0761_00_2595: FAIL
--scene0775_00_450: FAIL
scene0757_00_1410: scans/scene0757_00/pnvlad_pcd/scene0757_00_1410_sub.bin
--scene0744_00_765: FAIL
--scene0731_00_0: FAIL
--scene0785_00_735: FAIL
scene0757_00_1455: scans/scene0757_00/pnvlad_pcd/scene0757_00_1455_sub.bin
--scene0711_00_0: FAIL
--scene0749_00_2205: FAIL
--scene0746_00_165: FAIL
scene0757_00_1470: scans/scene0757_00/pnvlad_pcd/scene0757_00_1470_sub.bin
--scene0752_00_120: FAIL
--scene0761_00_2040: FAIL
--scene0725_00_0: FAIL
scene0757_00_1485: scans/scene0757_00/pnvlad_pcd/scene0757_00_1485_sub.bin
--scene0744_00_765: FAIL
--scene0738_00_0: FAIL
--scene0757_00_1140: 1.1166631552659783 SUCCESS
scene0757_00_1575: scans/scene0757_00/pnvlad_pcd/scene0757_00_1575_sub.bin
--scene0746_00_165: FAIL
--scene0746_00_0: FAIL
--scene0757_00_1140: 2.107963958025113 SUCCESS
scene0757_00_1605: scans/scene0757_00/pnvlad_pcd/scene0757_00_1605_sub.bin
--scene0757_00_1590: 1.0778503765449374 SUCCESS
scene0757_00_1635: scans/scene0757_00/pnvlad_pcd/scene0757_00_1635_sub.bin
--scene0761_00_2595: FAIL
--scene0757_00_2535: 4.719642310861308 FAIL
--scene0723_00_0: FAIL
scene0757_00_1740: scans/scene0757_00/pnvlad_pcd/scene0757_00_1740_sub.bin
--scene0784_00_900: FAIL
--scene0752_00_120: FAIL
--scene0725_00_0: FAIL
scene0757_00_1785: scans/scene0757_00/pnvlad_pcd/scene0757_00_1785_sub.bin
--scene0752_00_120: FAIL
--scene0784_00_900: FAIL
--scene0736_00_0: FAIL
scene0757_00_1830: scans/scene0757_00/pnvlad_pcd/scene0757_00_1830_sub.bin
--scene0725_00_0: FAIL
--scene0761_00_2040: FAIL
--scene0783_00_0: FAIL
scene0757_00_1845: scans/scene0757_00/pnvlad_pcd/scene0757_00_1845_sub.bin
--scene0757_00_1590: 2.231827339039699 SUCCESS
scene0757_00_1950: scans/scene0757_00/pnvlad_pcd/scene0757_00_1950_sub.bin
--scene0757_00_1590: 1.746836886793959 SUCCESS
scene0757_00_1995: scans/scene0757_00/pnvlad_pcd/scene0757_00_1995_sub.bin
--scene0744_00_210: FAIL
--scene0725_00_0: FAIL
--scene0787_00_0: FAIL
scene0757_00_2085: scans/scene0757_00/pnvlad_pcd/scene0757_00_2085_sub.bin
--scene0752_00_120: FAIL
--scene0757_00_1140: 5.22872343779134 FAIL
--scene0759_00_0: FAIL
scene0757_00_2130: scans/scene0757_00/pnvlad_pcd/scene0757_00_2130_sub.bin
--scene0757_00_0: 4.397232314638822 FAIL
--scene0757_00_1140: 4.920193252253304 FAIL
--scene0793_00_315: FAIL
scene0757_00_2205: scans/scene0757_00/pnvlad_pcd/scene0757_00_2205_sub.bin
--scene0720_00_0: FAIL
--scene0737_00_0: FAIL
--scene0758_00_0: FAIL
scene0757_00_2325: scans/scene0757_00/pnvlad_pcd/scene0757_00_2325_sub.bin
--scene0785_00_735: FAIL
--scene0746_00_0: FAIL
--scene0758_00_0: FAIL
scene0757_00_2385: scans/scene0757_00/pnvlad_pcd/scene0757_00_2385_sub.bin
--scene0793_00_1245: FAIL
--scene0791_00_0: FAIL
--scene0761_00_2040: FAIL
scene0757_00_2580: scans/scene0757_00/pnvlad_pcd/scene0757_00_2580_sub.bin
--scene0775_00_450: FAIL
--scene0776_00_570: FAIL
--scene0746_00_0: FAIL
scene0757_00_2655: scans/scene0757_00/pnvlad_pcd/scene0757_00_2655_sub.bin
--scene0776_00_570: FAIL
--scene0760_00_420: FAIL
--scene0760_00_0: FAIL
scene0757_00_2715: scans/scene0757_00/pnvlad_pcd/scene0757_00_2715_sub.bin
--scene0709_00_0: FAIL
--scene0762_00_1020: FAIL
--scene0780_00_300: FAIL
scene0757_00_2760: scans/scene0757_00/pnvlad_pcd/scene0757_00_2760_sub.bin
--scene0801_00_0: FAIL
--scene0731_00_0: FAIL
--scene0785_00_1035: FAIL
scene0757_00_2805: scans/scene0757_00/pnvlad_pcd/scene0757_00_2805_sub.bin
--scene0757_00_2535: 2.2750313906261965 SUCCESS
scene0757_00_2880: scans/scene0757_00/pnvlad_pcd/scene0757_00_2880_sub.bin
--scene0736_00_4260: FAIL
--scene0748_00_0: FAIL
--scene0733_00_810: FAIL
scene0757_00_2985: scans/scene0757_00/pnvlad_pcd/scene0757_00_2985_sub.bin
--scene0738_00_465: FAIL
--scene0757_00_1590: 4.10346963845585 FAIL
--scene0737_00_0: FAIL
scene0757_00_3030: scans/scene0757_00/pnvlad_pcd/scene0757_00_3030_sub.bin
--scene0757_00_1590: 4.21337654086246 FAIL
--scene0761_00_2595: FAIL
--scene0752_00_120: FAIL
scene0757_00_3105: scans/scene0757_00/pnvlad_pcd/scene0757_00_3105_sub.bin
--scene0757_00_1140: 3.0990874198477325 FAIL
--scene0746_00_0: FAIL
--scene0757_00_1590: 4.118122089361423 FAIL
scene0757_00_3135: scans/scene0757_00/pnvlad_pcd/scene0757_00_3135_sub.bin
--scene0757_00_1140: 2.623674096433862 SUCCESS
scene0757_00_3165: scans/scene0757_00/pnvlad_pcd/scene0757_00_3165_sub.bin
--scene0757_00_1140: 1.792952730600586 SUCCESS
scene0757_00_3210: scans/scene0757_00/pnvlad_pcd/scene0757_00_3210_sub.bin
--scene0757_00_1140: 0.7376779152401427 SUCCESS
scene0757_00_3255: scans/scene0757_00/pnvlad_pcd/scene0757_00_3255_sub.bin
--scene0757_00_1140: 0.4034696490550234 SUCCESS
scene0757_00_3285: scans/scene0757_00/pnvlad_pcd/scene0757_00_3285_sub.bin
--scene0760_00_0: FAIL
--scene0784_00_0: FAIL
--scene0761_00_0: FAIL
scene0757_00_3300: scans/scene0757_00/pnvlad_pcd/scene0757_00_3300_sub.bin
--scene0760_00_0: FAIL
--scene0761_00_2040: FAIL
--scene0758_00_0: FAIL
scene0757_00_3315: scans/scene0757_00/pnvlad_pcd/scene0757_00_3315_sub.bin
--scene0760_00_0: FAIL
--scene0761_00_2040: FAIL
--scene0761_00_2595: FAIL
scene0757_00_3360: scans/scene0757_00/pnvlad_pcd/scene0757_00_3360_sub.bin
--scene0736_00_0: FAIL
--scene0752_00_120: FAIL
--scene0784_00_900: FAIL
scene0757_00_3375: scans/scene0757_00/pnvlad_pcd/scene0757_00_3375_sub.bin
--scene0747_00_240: FAIL
--scene0784_00_900: FAIL
--scene0746_00_165: FAIL
scene0757_00_3450: scans/scene0757_00/pnvlad_pcd/scene0757_00_3450_sub.bin
--scene0761_00_2595: FAIL
--scene0747_00_240: FAIL
--scene0757_00_4050: 0.34070114467322504 SUCCESS
scene0757_00_3510: scans/scene0757_00/pnvlad_pcd/scene0757_00_3510_sub.bin
--scene0787_00_1005: FAIL
--scene0720_00_0: FAIL
--scene0746_00_0: FAIL
scene0757_00_3540: scans/scene0757_00/pnvlad_pcd/scene0757_00_3540_sub.bin
--scene0776_00_570: FAIL
--scene0793_00_0: FAIL
--scene0749_00_2205: FAIL
scene0757_00_3585: scans/scene0757_00/pnvlad_pcd/scene0757_00_3585_sub.bin
--scene0731_00_0: FAIL
--scene0733_00_810: FAIL
--scene0707_00_0: FAIL
scene0757_00_3675: scans/scene0757_00/pnvlad_pcd/scene0757_00_3675_sub.bin
--scene0785_00_735: FAIL
--scene0745_00_0: FAIL
--scene0779_00_0: FAIL
scene0757_00_3705: scans/scene0757_00/pnvlad_pcd/scene0757_00_3705_sub.bin
--scene0709_00_0: FAIL
--scene0784_00_0: FAIL
--scene0785_00_735: FAIL
scene0757_00_3825: scans/scene0757_00/pnvlad_pcd/scene0757_00_3825_sub.bin
--scene0785_00_735: FAIL
--scene0736_00_4260: FAIL
--scene0717_00_150: FAIL
scene0757_00_3900: scans/scene0757_00/pnvlad_pcd/scene0757_00_3900_sub.bin
--scene0715_00_0: FAIL
--scene0738_00_0: FAIL
--scene0775_00_450: FAIL
scene0757_00_3945: scans/scene0757_00/pnvlad_pcd/scene0757_00_3945_sub.bin
--scene0725_00_0: FAIL
--scene0713_00_0: FAIL
--scene0787_00_0: FAIL
scene0757_00_3990: scans/scene0757_00/pnvlad_pcd/scene0757_00_3990_sub.bin
--scene0785_00_735: FAIL
--scene0736_00_4260: FAIL
--scene0717_00_150: FAIL
scene0757_00_4155: scans/scene0757_00/pnvlad_pcd/scene0757_00_4155_sub.bin
--scene0736_00_0: FAIL
--scene0759_00_0: FAIL
--scene0767_00_0: FAIL
scene0757_00_4230: scans/scene0757_00/pnvlad_pcd/scene0757_00_4230_sub.bin
--scene0740_00_525: FAIL
--scene0731_00_0: FAIL
--scene0757_00_1590: 3.1183984151650805 FAIL
scene0757_00_4335: scans/scene0757_00/pnvlad_pcd/scene0757_00_4335_sub.bin
--scene0746_00_0: FAIL
--scene0797_00_0: FAIL
--scene0784_00_900: FAIL
scene0757_00_4395: scans/scene0757_00/pnvlad_pcd/scene0757_00_4395_sub.bin
--scene0746_00_0: FAIL
--scene0749_00_2205: FAIL
--scene0784_00_900: FAIL
scene0757_00_4455: scans/scene0757_00/pnvlad_pcd/scene0757_00_4455_sub.bin
--scene0775_00_450: FAIL
--scene0785_00_735: FAIL
--scene0736_00_0: FAIL
scene0757_00_4530: scans/scene0757_00/pnvlad_pcd/scene0757_00_4530_sub.bin
--scene0730_00_0: FAIL
--scene0731_00_0: FAIL
--scene0803_00_990: FAIL
scene0757_00_4620: scans/scene0757_00/pnvlad_pcd/scene0757_00_4620_sub.bin
--scene0717_00_345: FAIL
--scene0709_00_0: FAIL
--scene0716_00_480: FAIL
scene0757_00_4755: scans/scene0757_00/pnvlad_pcd/scene0757_00_4755_sub.bin
--scene0801_00_0: FAIL
--scene0786_00_0: FAIL
--scene0761_00_2595: FAIL
scene0757_00_4875: scans/scene0757_00/pnvlad_pcd/scene0757_00_4875_sub.bin
--scene0757_00_2535: 4.455737510082522 FAIL
--scene0757_00_1140: 6.156765045491193 FAIL
--scene0801_00_0: FAIL
scene0757_00_4920: scans/scene0757_00/pnvlad_pcd/scene0757_00_4920_sub.bin
--scene0747_00_0: FAIL
--scene0782_00_885: FAIL
--scene0757_00_2535: 3.9874045683094415 FAIL
scene0757_00_5010: scans/scene0757_00/pnvlad_pcd/scene0757_00_5010_sub.bin
--scene0720_00_0: FAIL
--scene0782_00_885: FAIL
--scene0753_00_435: FAIL
scene0757_00_5085: scans/scene0757_00/pnvlad_pcd/scene0757_00_5085_sub.bin
--scene0757_00_0: 7.2997611397794415 FAIL
--scene0783_00_0: FAIL
--scene0797_00_0: FAIL
scene0757_00_5190: scans/scene0757_00/pnvlad_pcd/scene0757_00_5190_sub.bin
--scene0752_00_120: FAIL
--scene0761_00_2595: FAIL
--scene0782_00_885: FAIL
scene0757_00_5235: scans/scene0757_00/pnvlad_pcd/scene0757_00_5235_sub.bin
--scene0720_00_0: FAIL
--scene0782_00_885: FAIL
--scene0725_00_0: FAIL
scene0757_00_5265: scans/scene0757_00/pnvlad_pcd/scene0757_00_5265_sub.bin
--scene0713_00_0: FAIL
--scene0797_00_0: FAIL
--scene0757_00_1140: 5.514332367412824 FAIL
scene0757_00_5355: scans/scene0757_00/pnvlad_pcd/scene0757_00_5355_sub.bin
--scene0725_00_0: FAIL
--scene0757_00_1590: 2.4768046591043613 SUCCESS
scene0757_00_5385: scans/scene0757_00/pnvlad_pcd/scene0757_00_5385_sub.bin
--scene0767_00_0: FAIL
--scene0725_00_0: FAIL
--scene0760_00_0: FAIL
scene0757_00_5460: scans/scene0757_00/pnvlad_pcd/scene0757_00_5460_sub.bin
--scene0752_00_120: FAIL
--scene0785_00_1035: FAIL
--scene0757_00_1140: 5.276114248182481 FAIL
scene0757_00_5490: scans/scene0757_00/pnvlad_pcd/scene0757_00_5490_sub.bin
--scene0787_00_1005: FAIL
--scene0803_00_990: FAIL
--scene0763_00_0: FAIL
scene0757_00_5535: scans/scene0757_00/pnvlad_pcd/scene0757_00_5535_sub.bin
--scene0787_00_1005: FAIL
--scene0757_00_4050: 0.3289884167597926 SUCCESS
scene0757_00_5580: scans/scene0757_00/pnvlad_pcd/scene0757_00_5580_sub.bin
--scene0743_00_0: FAIL
--scene0763_00_0: FAIL
--scene0740_00_525: FAIL
scene0757_00_5655: scans/scene0757_00/pnvlad_pcd/scene0757_00_5655_sub.bin
--scene0707_00_0: FAIL
--scene0746_00_165: FAIL
--scene0711_00_0: FAIL
scene0757_00_5745: scans/scene0757_00/pnvlad_pcd/scene0757_00_5745_sub.bin
--scene0730_00_0: FAIL
--scene0747_00_0: FAIL
--scene0787_00_1005: FAIL
scene0757_00_5850: scans/scene0757_00/pnvlad_pcd/scene0757_00_5850_sub.bin
--scene0746_00_165: FAIL
--scene0760_00_0: FAIL
--scene0707_00_0: FAIL
scene0757_00_5895: scans/scene0757_00/pnvlad_pcd/scene0757_00_5895_sub.bin
--scene0801_00_0: FAIL
--scene0707_00_0: FAIL
--scene0735_00_0: FAIL
scene0757_00_5985: scans/scene0757_00/pnvlad_pcd/scene0757_00_5985_sub.bin
--scene0731_00_0: FAIL
--scene0707_00_0: FAIL
--scene0734_00_1155: FAIL
scene0757_00_6060: scans/scene0757_00/pnvlad_pcd/scene0757_00_6060_sub.bin
--scene0761_00_2595: FAIL
--scene0797_00_255: FAIL
--scene0785_00_1035: FAIL
scene0757_00_6195: scans/scene0757_00/pnvlad_pcd/scene0757_00_6195_sub.bin
--scene0725_00_0: FAIL
--scene0720_00_0: FAIL
--scene0746_00_165: FAIL
scene0757_00_6285: scans/scene0757_00/pnvlad_pcd/scene0757_00_6285_sub.bin
--scene0752_00_240: FAIL
--scene0752_00_120: FAIL
--scene0725_00_0: FAIL
scene0757_00_6540: scans/scene0757_00/pnvlad_pcd/scene0757_00_6540_sub.bin
--scene0720_00_0: FAIL
--scene0725_00_0: FAIL
--scene0746_00_0: FAIL
scene0757_00_6690: scans/scene0757_00/pnvlad_pcd/scene0757_00_6690_sub.bin
--scene0712_00_0: FAIL
--scene0752_00_240: FAIL
--scene0785_00_735: FAIL
scene0757_00_6765: scans/scene0757_00/pnvlad_pcd/scene0757_00_6765_sub.bin
--scene0785_00_2970: FAIL
--scene0755_00_0: FAIL
--scene0743_00_0: FAIL
scene0757_00_6855: scans/scene0757_00/pnvlad_pcd/scene0757_00_6855_sub.bin
--scene0734_00_1155: FAIL
--scene0775_00_450: FAIL
--scene0785_00_735: FAIL
scene0757_00_7110: scans/scene0757_00/pnvlad_pcd/scene0757_00_7110_sub.bin
--scene0725_00_0: FAIL
--scene0720_00_0: FAIL
--scene0746_00_0: FAIL
scene0757_00_7140: scans/scene0757_00/pnvlad_pcd/scene0757_00_7140_sub.bin
--scene0746_00_165: FAIL
--scene0707_00_0: FAIL
--scene0725_00_0: FAIL
scene0757_00_7215: scans/scene0757_00/pnvlad_pcd/scene0757_00_7215_sub.bin
--scene0747_00_2325: FAIL
--scene0744_00_765: FAIL
--scene0768_00_1095: FAIL
scene0757_00_7260: scans/scene0757_00/pnvlad_pcd/scene0757_00_7260_sub.bin
--scene0760_00_0: FAIL
--scene0785_00_735: FAIL
--scene0757_00_1140: 6.266455764574398 FAIL
scene0757_00_7320: scans/scene0757_00/pnvlad_pcd/scene0757_00_7320_sub.bin
--scene0757_00_1140: 6.020045810499102 FAIL
--scene0761_00_2595: FAIL
--scene0752_00_120: FAIL
scene0757_00_7365: scans/scene0757_00/pnvlad_pcd/scene0757_00_7365_sub.bin
--scene0785_00_735: FAIL
--scene0760_00_0: FAIL
--scene0737_00_0: FAIL
scene0757_00_7395: scans/scene0757_00/pnvlad_pcd/scene0757_00_7395_sub.bin
--scene0731_00_0: FAIL
--scene0721_00_1200: FAIL
--scene0746_00_0: FAIL
scene0757_00_7410: scans/scene0757_00/pnvlad_pcd/scene0757_00_7410_sub.bin
--scene0731_00_0: FAIL
--scene0717_00_150: FAIL
--scene0783_00_0: FAIL
scene0757_00_7470: scans/scene0757_00/pnvlad_pcd/scene0757_00_7470_sub.bin
--scene0725_00_0: FAIL
--scene0744_00_765: FAIL
--scene0775_00_450: FAIL
scene0757_00_7515: scans/scene0757_00/pnvlad_pcd/scene0757_00_7515_sub.bin
--scene0757_00_2535: 1.0908784623423886 SUCCESS
scene0757_00_7560: scans/scene0757_00/pnvlad_pcd/scene0757_00_7560_sub.bin
--scene0725_00_0: FAIL
--scene0776_00_570: FAIL
--scene0791_00_0: FAIL
scene0757_00_7605: scans/scene0757_00/pnvlad_pcd/scene0757_00_7605_sub.bin
--scene0752_00_120: FAIL
--scene0785_00_0: FAIL
--scene0803_00_990: FAIL
scene0757_00_7650: scans/scene0757_00/pnvlad_pcd/scene0757_00_7650_sub.bin
--scene0744_00_765: FAIL
--scene0736_00_4260: FAIL
--scene0725_00_0: FAIL
scene0757_00_7695: scans/scene0757_00/pnvlad_pcd/scene0757_00_7695_sub.bin
--scene0776_00_570: FAIL
--scene0793_00_315: FAIL
--scene0717_00_150: FAIL
scene0757_00_7725: scans/scene0757_00/pnvlad_pcd/scene0757_00_7725_sub.bin
--scene0737_00_0: FAIL
--scene0785_00_735: FAIL
--scene0757_00_1140: 4.926180118961212 FAIL
scene0757_00_7785: scans/scene0757_00/pnvlad_pcd/scene0757_00_7785_sub.bin
--scene0752_00_120: FAIL
--scene0725_00_0: FAIL
--scene0803_00_990: FAIL
scene0757_00_7845: scans/scene0757_00/pnvlad_pcd/scene0757_00_7845_sub.bin
--scene0776_00_570: FAIL
--scene0761_00_2040: FAIL
--scene0757_00_1140: 4.657537692244645 FAIL
scene0757_00_7935: scans/scene0757_00/pnvlad_pcd/scene0757_00_7935_sub.bin
--scene0787_00_0: FAIL
--scene0720_00_0: FAIL
--scene0760_00_0: FAIL
scene0757_00_7980: scans/scene0757_00/pnvlad_pcd/scene0757_00_7980_sub.bin
--scene0757_00_1590: 3.1081818651484077 FAIL
--scene0754_00_0: FAIL
--scene0709_00_405: FAIL
scene0757_00_8040: scans/scene0757_00/pnvlad_pcd/scene0757_00_8040_sub.bin
--scene0793_00_1245: FAIL
--scene0757_00_1140: 4.72798858585795 FAIL
--scene0761_00_0: FAIL
scene0757_00_8100: scans/scene0757_00/pnvlad_pcd/scene0757_00_8100_sub.bin
--scene0758_00_315: FAIL
--scene0759_00_195: FAIL
--scene0803_00_0: FAIL
scene0757_00_8145: scans/scene0757_00/pnvlad_pcd/scene0757_00_8145_sub.bin
--scene0793_00_315: FAIL
--scene0761_00_2595: FAIL
--scene0754_00_0: FAIL
scene0757_00_8205: scans/scene0757_00/pnvlad_pcd/scene0757_00_8205_sub.bin
--scene0762_00_1020: FAIL
--scene0757_00_1140: 5.109547291753567 FAIL
--scene0733_00_0: FAIL
scene0758_00_60: scans/scene0758_00/pnvlad_pcd/scene0758_00_60_sub.bin
--scene0757_00_1590: FAIL
--scene0782_00_885: FAIL
--scene0784_00_0: FAIL
scene0758_00_120: scans/scene0758_00/pnvlad_pcd/scene0758_00_120_sub.bin
--scene0752_00_120: FAIL
--scene0757_00_1140: FAIL
--scene0782_00_885: FAIL
scene0758_00_150: scans/scene0758_00/pnvlad_pcd/scene0758_00_150_sub.bin
--scene0707_00_0: FAIL
--scene0722_00_0: FAIL
--scene0747_00_2325: FAIL
scene0758_00_180: scans/scene0758_00/pnvlad_pcd/scene0758_00_180_sub.bin
--scene0776_00_570: FAIL
--scene0782_00_885: FAIL
--scene0768_00_1095: FAIL
scene0758_00_225: scans/scene0758_00/pnvlad_pcd/scene0758_00_225_sub.bin
--scene0757_00_1140: FAIL
--scene0785_00_0: FAIL
--scene0746_00_0: FAIL
scene0758_00_270: scans/scene0758_00/pnvlad_pcd/scene0758_00_270_sub.bin
--scene0725_00_0: FAIL
--scene0744_00_765: FAIL
--scene0731_00_0: FAIL
scene0758_00_360: scans/scene0758_00/pnvlad_pcd/scene0758_00_360_sub.bin
--scene0785_00_1035: FAIL
--scene0757_00_0: FAIL
--scene0716_00_180: FAIL
scene0758_00_390: scans/scene0758_00/pnvlad_pcd/scene0758_00_390_sub.bin
--scene0785_00_1035: FAIL
--scene0734_00_1155: FAIL
--scene0758_00_315: 1.5867843381551212 SUCCESS
scene0758_00_435: scans/scene0758_00/pnvlad_pcd/scene0758_00_435_sub.bin
--scene0788_00_0: FAIL
--scene0775_00_915: FAIL
--scene0757_00_1590: FAIL
scene0758_00_450: scans/scene0758_00/pnvlad_pcd/scene0758_00_450_sub.bin
--scene0793_00_0: FAIL
--scene0757_00_1140: FAIL
--scene0782_00_885: FAIL
scene0758_00_495: scans/scene0758_00/pnvlad_pcd/scene0758_00_495_sub.bin
--scene0749_00_2205: FAIL
--scene0784_00_0: FAIL
--scene0757_00_0: FAIL
scene0758_00_555: scans/scene0758_00/pnvlad_pcd/scene0758_00_555_sub.bin
--scene0738_00_465: FAIL
--scene0746_00_0: FAIL
--scene0754_00_0: FAIL
scene0758_00_615: scans/scene0758_00/pnvlad_pcd/scene0758_00_615_sub.bin
--scene0761_00_2040: FAIL
--scene0757_00_1590: FAIL
--scene0783_00_0: FAIL
scene0758_00_675: scans/scene0758_00/pnvlad_pcd/scene0758_00_675_sub.bin
--scene0752_00_120: FAIL
--scene0793_00_315: FAIL
--scene0761_00_2595: FAIL
scene0758_00_720: scans/scene0758_00/pnvlad_pcd/scene0758_00_720_sub.bin
--scene0759_00_0: FAIL
--scene0744_00_765: FAIL
--scene0725_00_0: FAIL
scene0758_00_750: scans/scene0758_00/pnvlad_pcd/scene0758_00_750_sub.bin
--scene0717_00_150: FAIL
--scene0757_00_0: FAIL
--scene0731_00_0: FAIL
scene0758_00_780: scans/scene0758_00/pnvlad_pcd/scene0758_00_780_sub.bin
--scene0758_00_315: 1.8734061563283801 SUCCESS
scene0758_00_825: scans/scene0758_00/pnvlad_pcd/scene0758_00_825_sub.bin
--scene0784_00_0: FAIL
--scene0787_00_0: FAIL
--scene0757_00_1590: FAIL
scene0758_00_870: scans/scene0758_00/pnvlad_pcd/scene0758_00_870_sub.bin
--scene0709_00_0: FAIL
--scene0757_00_1140: FAIL
--scene0759_00_195: FAIL
scene0758_00_900: scans/scene0758_00/pnvlad_pcd/scene0758_00_900_sub.bin
--scene0776_00_570: FAIL
--scene0749_00_2205: FAIL
--scene0783_00_645: FAIL
scene0758_00_1005: scans/scene0758_00/pnvlad_pcd/scene0758_00_1005_sub.bin
--scene0757_00_1140: FAIL
--scene0756_00_1650: FAIL
--scene0753_00_0: FAIL
scene0758_00_1050: scans/scene0758_00/pnvlad_pcd/scene0758_00_1050_sub.bin
--scene0761_00_0: FAIL
--scene0720_00_0: FAIL
--scene0754_00_2295: FAIL
scene0758_00_1080: scans/scene0758_00/pnvlad_pcd/scene0758_00_1080_sub.bin
--scene0726_00_0: FAIL
--scene0734_00_1155: FAIL
--scene0716_00_180: FAIL
scene0758_00_1170: scans/scene0758_00/pnvlad_pcd/scene0758_00_1170_sub.bin
--scene0707_00_0: FAIL
--scene0736_00_4260: FAIL
--scene0767_00_0: FAIL
scene0758_00_1230: scans/scene0758_00/pnvlad_pcd/scene0758_00_1230_sub.bin
--scene0707_00_0: FAIL
--scene0716_00_480: FAIL
--scene0734_00_1155: FAIL
scene0758_00_1275: scans/scene0758_00/pnvlad_pcd/scene0758_00_1275_sub.bin
--scene0738_00_0: FAIL
--scene0747_00_2325: FAIL
--scene0774_00_0: FAIL
scene0758_00_1320: scans/scene0758_00/pnvlad_pcd/scene0758_00_1320_sub.bin
--scene0744_00_765: FAIL
--scene0733_00_810: FAIL
--scene0736_00_4260: FAIL
scene0758_00_1350: scans/scene0758_00/pnvlad_pcd/scene0758_00_1350_sub.bin
--scene0738_00_0: FAIL
--scene0757_00_1590: FAIL
--scene0717_00_150: FAIL
scene0758_00_1395: scans/scene0758_00/pnvlad_pcd/scene0758_00_1395_sub.bin
--scene0784_00_0: FAIL
--scene0760_00_0: FAIL
--scene0720_00_0: FAIL
scene0758_00_1455: scans/scene0758_00/pnvlad_pcd/scene0758_00_1455_sub.bin
--scene0757_00_1140: FAIL
--scene0760_00_0: FAIL
--scene0761_00_2040: FAIL
scene0758_00_1500: scans/scene0758_00/pnvlad_pcd/scene0758_00_1500_sub.bin
--scene0747_00_105: FAIL
--scene0776_00_570: FAIL
--scene0757_00_0: FAIL
scene0758_00_1545: scans/scene0758_00/pnvlad_pcd/scene0758_00_1545_sub.bin
--scene0757_00_1140: FAIL
--scene0801_00_0: FAIL
--scene0802_00_930: FAIL
scene0758_00_1590: scans/scene0758_00/pnvlad_pcd/scene0758_00_1590_sub.bin
--scene0752_00_120: FAIL
--scene0760_00_0: FAIL
--scene0757_00_1590: FAIL
scene0758_00_1635: scans/scene0758_00/pnvlad_pcd/scene0758_00_1635_sub.bin
--scene0757_00_1140: FAIL
--scene0709_00_0: FAIL
--scene0731_00_0: FAIL
scene0758_00_1665: scans/scene0758_00/pnvlad_pcd/scene0758_00_1665_sub.bin
--scene0744_00_765: FAIL
--scene0776_00_570: FAIL
--scene0725_00_0: FAIL
scene0758_00_1695: scans/scene0758_00/pnvlad_pcd/scene0758_00_1695_sub.bin
--scene0801_00_0: FAIL
--scene0731_00_0: FAIL
--scene0757_00_1140: FAIL
scene0758_00_1725: scans/scene0758_00/pnvlad_pcd/scene0758_00_1725_sub.bin
--scene0731_00_0: FAIL
--scene0707_00_0: FAIL
--scene0716_00_480: FAIL
scene0758_00_1740: scans/scene0758_00/pnvlad_pcd/scene0758_00_1740_sub.bin
--scene0707_00_0: FAIL
--scene0760_00_0: FAIL
--scene0758_00_0: 2.5590345404688906 SUCCESS
scene0758_00_1785: scans/scene0758_00/pnvlad_pcd/scene0758_00_1785_sub.bin
--scene0709_00_0: FAIL
--scene0752_00_120: FAIL
--scene0771_00_0: FAIL
scene0759_00_60: scans/scene0759_00/pnvlad_pcd/scene0759_00_60_sub.bin
--scene0752_00_120: FAIL
--scene0757_00_1140: FAIL
--scene0784_00_900: FAIL
scene0759_00_90: scans/scene0759_00/pnvlad_pcd/scene0759_00_90_sub.bin
--scene0785_00_1035: FAIL
--scene0757_00_1590: FAIL
--scene0716_00_480: FAIL
scene0759_00_135: scans/scene0759_00/pnvlad_pcd/scene0759_00_135_sub.bin
--scene0761_00_0: FAIL
--scene0787_00_0: FAIL
--scene0785_00_0: FAIL
scene0759_00_165: scans/scene0759_00/pnvlad_pcd/scene0759_00_165_sub.bin
--scene0784_00_0: FAIL
--scene0793_00_1245: FAIL
--scene0760_00_0: FAIL
scene0759_00_225: scans/scene0759_00/pnvlad_pcd/scene0759_00_225_sub.bin
--scene0747_00_105: FAIL
--scene0725_00_0: FAIL
--scene0731_00_0: FAIL
